"site","unit","plot","treatment","timestep","l_tph","l_ba","l_qmd","d_tph","d_ba","p_ba","p_seed","np_seed","p_sap","np_sap","midstory_shrubs","graminoids","forb","shrub","tree","vine","non_native","richness","diversity","evenness","ground","fine","cwd","ptorch","pmort"
"California","400","0400-00002","Fire","post",98.77,20.7,51.65,49.38,13.98,0,0,0,123.46,24.69,NA,0,0,5,0,NA,NA,1,0,0,38.16,17.93,9.12,65,9
"California","400","0400-00009","Fire","pre",740.74,60.71,32.3,24.69,0.9,18.77,0,741.32,0,1234.57,NA,0,0,0,0,NA,NA,0,0,0,81.41,4.91,4.55,0,100
"California","400","0400-00009","Fire","post",271.6,57.83,52.07,123.46,15.37,17.29,0,1235.53,0,0,NA,0,0,0,0,NA,NA,0,0,0,16.56,9.13,10.91,4,13
"California","400","0400-00022","Fire","pre",419.75,58.11,41.98,0,0,13.06,2223.95,494.21,0,246.91,NA,0,0,0,0,NA,NA,0,0,0,59.44,7.37,134.37,0,9
"California","400","0400-00022","Fire","post",148.15,63.68,73.98,0,0,16.3,494.21,494.21,0,0,NA,0,0,0,0,NA,NA,0,0,0,17.04,7.15,2.09,0,3
"California","400","0400-00023","Fire","pre",395.06,22.54,26.95,0,0,0,2223.95,988.42,0,493.83,NA,0,0,0,0,NA,NA,0,0,0,5.61,4.39,25.25,0,26
"California","400","0400-00023","Fire","post",271.6,30.33,37.71,24.69,0.88,0,6918.95,3459.48,0,0,NA,0,0,0,0,NA,NA,0,0,0,24.44,8.89,10.85,22,73
"California","400","0400-00024","Fire","pre",320.99,59.54,48.6,0,0,11.3,988.42,1482.63,0,1234.57,NA,0,0,0,0,NA,NA,0,0,0,90.96,10.37,34.7,100,100
"California","400","0400-00024","Fire","post",172.84,69.12,71.36,24.69,6.85,13.1,2471.05,11861.06,0,172.84,NA,1,0,1,0,NA,NA,2,0.69,1,23.65,5.54,25.35,0,3
"California","400","0400-00101","Fire","pre",320.99,42.89,41.25,0,0,49.96,247.11,247.11,0,24.69,NA,10,8,8,4,NA,NA,7,1.93,0.57,109.41,12.35,8.3,94,99
"California","400","0400-00101","Fire","post",222.22,54.73,56,24.69,1.86,52.44,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,25.68,4.63,0,0,6
"California","400","0400-00102","Fire","pre",518.52,40.99,31.72,24.69,1.35,5.33,1976.84,0,0,24.69,NA,0,4,12,4,NA,NA,5,1.61,0.54,39.43,6.33,16.48,0,100
"California","400","0400-00102","Fire","post",148.15,37.14,56.49,24.69,2.93,0,988.42,0,395.06,0,NA,0,0,0,0,NA,NA,0,0,0,21.85,14.14,12.03,93,7
"California","400","0400-00103","Fire","pre",370.37,40.66,37.39,0,0,44.51,988.42,6671.85,987.65,493.83,NA,0,12,8,8,NA,NA,7,1.95,0.58,27.54,10.57,7.39,100,71
"California","400","0400-00103","Fire","post",148.15,43.22,60.94,98.77,5.05,46.16,494.21,2471.05,419.75,1654.32,NA,0,0,20,0,NA,NA,1,0,0,12.77,7.19,9.72,48,8
"California","400","0400-00104","Fire","pre",716.05,55.06,31.29,49.38,4.48,10.44,1729.74,3212.37,0,271.6,NA,4,16,0,4,NA,NA,6,1.79,0.56,82.79,8.65,0,36,100
"California","400","0400-00104","Fire","post",345.68,54.04,44.61,24.69,3.08,14.69,0,0,24.69,49.38,NA,0,0,10,0,NA,NA,1,0,0,23.2,6.36,0,0,9
"California","400","0400-00105","Fire","pre",493.83,59.19,39.07,0,0,23,0,4695,0,24.69,NA,8,16,4,0,NA,NA,7,1.95,0.58,18.31,3.47,3.64,4,13
"California","400","0400-00105","Fire","post",271.6,84.07,62.78,24.69,0.97,23.24,0,494.21,0,0,NA,0,0,0,0,NA,NA,0,0,0,14.96,2.2,6.29,0,5
"California","400","0400-00106","Fire","pre",716.05,84.69,38.81,0,0,43.29,0,0,0,0,NA,4,8,0,0,NA,NA,3,1.1,0.44,47.98,6.82,29.91,0,11
"California","400","0400-00106","Fire","post",419.75,109.18,57.55,0,0,45.4,247.11,1976.84,0,0,NA,0,0,0,0,NA,NA,0,0,0,21.19,1.38,5.04,0,6
"California","400","0400-00108","Fire","pre",518.52,48.14,34.38,24.69,3.2,70.52,0,0,0,2469.14,NA,8,8,4,0,NA,NA,5,1.61,0.54,92.49,6.23,8.98,0,100
"California","400","0400-00108","Fire","post",74.07,48.35,91.16,24.69,2.38,95.3,988.42,247.11,0,0,NA,0,0,0,0,NA,NA,0,0,0,10.01,7.94,2.37,0,2
"California","400","0400-00109","Fire","pre",370.37,40.74,37.42,0,0,69.59,988.42,2471.05,0,0,NA,0,8,0,0,NA,NA,2,0.69,0.33,171.81,7.88,3.67,6,10
"California","400","0400-00109","Fire","post",271.6,54.08,50.35,0,0,74.71,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,26.36,2.71,0,0,6
"California","400","0400-00110","Fire","pre",419.75,53.91,40.44,0,0,46.37,247.11,494.21,0,271.6,NA,0,0,0,4,NA,NA,1,0,0,179.92,11.16,13.19,37,17
"California","400","0400-00110","Fire","post",98.77,43.71,75.07,98.77,19.42,50.2,5189.21,1482.63,0,0,NA,0,0,0,0,NA,NA,0,0,0,16.75,4.75,1.18,0,3
"California","400","0400-00112","Fire","pre",543.21,49.38,34.02,0,0,38.75,0,0,0,987.65,NA,8,8,4,4,NA,NA,6,1.79,0.56,104.32,12.81,37.45,97,100
"California","400","0400-00112","Fire","post",222.22,54.93,56.1,24.69,1.06,35.15,988.42,988.42,49.38,24.69,NA,0,0,5,0,NA,NA,1,0,0,22.38,3.66,2.07,0,7
"California","400","0400-00116","Fire","pre",469.14,55.64,38.86,24.69,1.56,23,494.21,3706.58,0,246.91,NA,8,4,8,0,NA,NA,5,1.61,0.54,105.28,16.56,160.69,65,22
"California","400","0400-00116","Fire","post",98.77,39.76,71.59,74.07,5.02,38.05,1729.74,247.11,740.74,148.15,NA,5,0,25,0,NA,NA,2,0.45,0.13,27.38,0.71,13.76,0,12
"California","400","0400-00118","Fire","pre",913.58,51.58,26.81,0,0,0,1976.84,7166.06,246.91,0,NA,4,12,10,4,NA,NA,7,1.93,0.57,2.74,0.44,0,1,100
"California","400","0400-00118","Fire","post",469.14,60.12,40.39,98.77,4.18,0,1482.63,1729.74,148.15,98.77,NA,0,0,10,0,NA,NA,1,0,0,17.24,5.64,9.97,0,12
"California","400","0400-00119","Fire","pre",790.12,37.99,24.74,0,0,5.55,247.11,247.11,0,1037.04,NA,8,16,4,0,NA,NA,7,1.95,0.58,102.68,14.31,33.91,11,100
"California","400","0400-00119","Fire","post",296.3,39.16,41.02,24.69,0.9,10.23,494.21,11366.85,24.69,24.69,NA,0,5,15,0,NA,NA,2,0.56,0.19,4.95,5.39,43.47,0,11
"California","400","0400-00120","Fire","pre",395.06,43.29,37.35,0,0,43.89,1235.53,9884.22,246.91,0,NA,4,12,20,0,NA,NA,9,2.2,0.61,15.09,7.62,3.4,6,14
"California","400","0400-00120","Fire","post",222.22,57.91,57.6,0,0,40.27,741.32,9142.9,0,24.69,NA,5,0,5,0,NA,NA,2,0.69,0.3,24.7,7.13,0,0,7
"California","400","0400-00121","Fire","pre",567.9,60,36.68,0,0,56.1,2471.05,247.11,0,493.83,NA,0,4,4,0,NA,NA,2,0.69,0.33,100.96,11.16,25.7,100,18
"California","400","0400-00121","Fire","post",222.22,75.63,65.83,0,0,60.87,494.21,3953.69,0,0,NA,0,0,0,0,NA,NA,0,0,0,19.55,6.87,4.21,0,4
"California","490","0490-00004","Mech","pre",320.99,36.27,37.93,24.69,10.31,29.61,1976.84,2471.05,0,24.69,NA,0,5,15,0,NA,NA,3,1.04,0.35,30.16,5.4,2.91,0,20
"California","490","0490-00004","Mech","post",123.46,26.02,51.8,49.38,11.39,9.21,3212.37,494.21,0,197.53,NA,0,0,5,0,NA,NA,1,0,0,65.71,7.31,3.23,0,9
"California","490","0490-00008","Mech","pre",271.6,36.08,41.13,24.69,2.63,11.54,1729.74,988.42,0,493.83,NA,0,10,25,5,NA,NA,6,1.73,0.47,46.13,5.63,24.3,99,29
"California","490","0490-00008","Mech","post",98.77,38.29,70.26,0,0,0,4200.79,3459.48,24.69,24.69,NA,0,0,5,5,NA,NA,2,0.69,0.3,164.21,25.52,3.13,0,5
"California","490","0490-00018","Mech","pre",222.22,22.58,35.97,0,0,6.45,3953.69,247.11,0,2740.74,NA,0,5,15,5,NA,NA,4,1.33,0.41,86.93,11.24,55.01,100,100
"California","490","0490-00018","Mech","post",123.46,22.83,48.52,0,0,0,6177.64,1235.53,24.69,98.77,NA,0,0,5,10,NA,NA,3,1.1,0.41,78.45,12.11,3.33,66,21
"California","490","0490-00020","Mech","pre",395.06,29.17,30.66,74.07,24.07,20.87,3212.37,247.11,0,246.91,NA,0,15,5,0,NA,NA,3,1.04,0.35,31.07,3.84,32.82,97,82
"California","490","0490-00020","Mech","post",98.77,17.71,47.78,0,0,0,1976.84,1976.84,0,98.77,NA,0,0,0,0,NA,NA,0,0,0,71.52,25.41,12.33,18,15
"California","490","0490-00033","Mech","pre",246.91,48.3,49.91,24.69,1.13,0,247.11,4200.79,0,0,NA,0,10,10,0,NA,NA,3,1.04,0.35,92.28,19.12,14.59,0,7
"California","490","0490-00033","Mech","post",74.07,27.61,68.89,0,0,0,0,741.32,24.69,49.38,NA,0,0,0,0,NA,NA,0,0,0,23.87,15.58,22.5,0,3
"California","490","0490-00035","Mech","pre",395.06,53.75,41.62,0,0,35.25,1482.63,3212.37,0,0,NA,0,5,0,5,NA,NA,2,0.69,0.3,32.12,4.62,5.9,0,11
"California","490","0490-00035","Mech","post",148.15,39.77,58.46,24.69,12.97,33.72,0,2223.95,0,148.15,NA,0,10,0,0,NA,NA,1,0,0,7.77,10.99,0,25,14
"California","490","0490-00041","Mech","pre",444.44,72.46,45.56,49.38,3.87,36.2,247.11,247.11,246.91,24.69,NA,0,0,15,0,NA,NA,2,0.64,0.24,59.71,9.09,32.01,70,14
"California","490","0490-00041","Mech","post",123.46,70.47,85.25,0,0,42.28,247.11,1482.63,0,24.69,NA,0,10,5,0,NA,NA,2,0.64,0.24,141.33,8.01,6.87,0,3
"California","490","0490-00042","Mech","pre",444.44,37.11,32.61,24.69,5.1,12.09,247.11,988.42,0,246.91,NA,0,0,10,0,NA,NA,2,0.69,0.3,27.81,1.99,16.16,27,19
"California","490","0490-00042","Mech","post",74.07,26.84,67.93,0,0,0,0,0,0,24.69,NA,0,0,0,0,NA,NA,0,0,0,16.38,12.09,1.86,26,12
"California","490","0490-00102","Mech","pre",296.3,50.56,46.61,0,0,77.48,1729.74,1235.53,0,246.91,NA,0,44,16,12,NA,NA,14,2.59,0.61,47.91,10.21,5.26,94,10
"California","490","0490-00102","Mech","post",98.77,47.7,78.42,0,0,92.15,2223.95,7413.16,0,271.6,NA,0,5,5,0,NA,NA,2,0.69,0.3,77.38,9.34,0,90,7
"California","490","0490-00103","Mech","pre",567.9,76.78,41.49,24.69,8.52,35.39,1729.74,1976.84,0,246.91,NA,8,44,20,12,NA,NA,20,2.99,0.67,42.98,9.12,0,11,14
"California","490","0490-00103","Mech","post",148.15,59.99,71.8,0,0,44.3,494.21,988.42,0,49.38,NA,0,5,5,0,NA,NA,2,0.69,0.3,27.24,16.89,0,0,5
"California","490","0490-00104","Mech","pre",246.91,58.97,55.14,74.07,23.87,46.9,247.11,1729.74,0,2962.96,NA,8,38,42,26,NA,NA,16,2.43,0.51,71.31,5.11,4.99,100,13
"California","490","0490-00104","Mech","post",74.07,47.5,90.36,0,0,62.98,1482.63,247.11,0,98.77,NA,0,5,5,0,NA,NA,2,0.69,0.3,64.15,16.84,14.51,1,2
"California","490","0490-00105","Mech","pre",419.75,48.94,38.53,24.69,11.26,17.74,0,247.11,0,0,NA,0,32,52,6,NA,NA,16,2.52,0.56,193.6,5.81,5.89,64,22
"California","490","0490-00105","Mech","post",123.46,41.62,65.51,0,0,40.71,0,494.21,24.69,123.46,NA,0,0,60,0,NA,NA,2,0.56,0.14,131.61,11.05,0,20,18
"California","490","0490-00110","Mech","pre",716.05,53.91,30.96,0,0,25.57,4447.9,1235.53,0,0,NA,0,26,36,10,NA,NA,16,2.75,0.64,130.42,11.19,7.97,79,100
"California","490","0490-00110","Mech","post",148.15,34.52,54.47,0,0,3.62,5930.53,0,24.69,98.77,NA,0,5,5,5,NA,NA,3,1.1,0.41,155.07,5.57,2.09,0,8
"California","490","0490-00115","Mech","pre",370.37,75.07,50.8,74.07,18.95,61.86,0,1235.53,0,987.65,NA,6,46,68,10,NA,NA,18,2.6,0.53,75.97,4.4,6.82,100,7
"California","490","0490-00115","Mech","post",172.84,65.59,69.51,0,0,80.03,1235.53,0,0,246.91,NA,0,0,0,0,NA,NA,0,0,0,103.34,14.96,0,0,4
"California","490","0490-00117","Mech","pre",172.84,44,56.93,24.69,1.33,34.19,988.42,1235.53,0,987.65,NA,0,38,52,10,NA,NA,17,2.6,0.57,50.58,3.08,1.27,100,8
"California","490","0490-00117","Mech","post",98.77,35.42,67.58,24.69,7.95,57.95,1482.63,2471.05,0,98.77,NA,0,5,5,0,NA,NA,2,0.69,0.3,84.82,4.94,1.24,1,4
"California","490","0490-00120","Mech","pre",419.75,45.92,37.32,98.77,11.83,0,0,2223.95,0,1728.4,NA,0,24,52,30,NA,NA,15,2.34,0.5,142.11,8.73,34.45,100,98
"California","490","0490-00120","Mech","post",246.91,43.16,47.18,0,0,0,494.21,16556.06,24.69,395.06,NA,0,10,20,0,NA,NA,3,1.01,0.3,119.95,7.7,9.68,89,11
"California","490","0490-00122","Mech","pre",592.59,67.65,38.12,24.69,0.88,30.33,247.11,1482.63,0,1728.4,NA,0,4,64,12,NA,NA,7,1.66,0.38,83.44,9.27,7.36,71,98
"California","490","0490-00122","Mech","post",296.3,57.46,49.69,49.38,6.13,51.19,0,0,0,24.69,NA,0,0,65,0,NA,NA,1,0,0,137.88,17.54,11.7,0,9
"California","490","0490-00124","Mech","pre",518.52,49.47,34.85,24.69,1.46,36.62,1482.63,1976.84,0,493.83,NA,0,8,36,4,NA,NA,6,1.42,0.37,124.67,9.37,106.76,89,98
"California","490","0490-00124","Mech","post",148.15,33.68,53.8,0,0,0,1482.63,2471.05,0,74.07,NA,0,10,5,0,NA,NA,3,1.1,0.41,29.66,9.69,24.78,42,25
"California","490","0490-00125","Mech","pre",543.21,36.48,29.24,0,0,0,494.21,2965.26,0,0,NA,0,12,22,8,NA,NA,8,2,0.54,0,9.39,3.21,83,38
"California","490","0490-00125","Mech","post",320.99,42.69,41.15,0,0,0,247.11,494.21,0,24.69,NA,0,0,0,0,NA,NA,0,0,0,66.83,10.19,19.28,69,30
"California","490","0490-00126","Mech","pre",444.44,44.93,35.88,24.69,1.02,39.26,0,7166.06,0,8395.06,NA,0,26,24,26,NA,NA,11,2.14,0.49,35.45,14,0,100,99
"California","490","0490-00126","Mech","post",246.91,47.56,49.52,0,0,68.37,0,1235.53,0,49.38,NA,0,15,25,0,NA,NA,2,0.66,0.18,205.66,23.54,57.04,0,7
"California","570","0570-00011","Mech+Fire","pre",493.83,36.52,30.69,24.69,0.9,46.47,741.32,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,92.09,12.29,2.3,35,31
"California","570","0570-00011","Mech+Fire","post",419.75,41.72,35.58,24.69,1.65,33.44,1482.63,988.42,24.69,0,NA,0,0,5,0,NA,NA,1,0,0,40.5,9.19,35.4,40,26
"California","570","0570-00013","Mech+Fire","pre",296.3,44.16,43.56,0,0,76.27,988.42,0,0,0,NA,0,0,0,0,NA,NA,1,0,0,51.37,7.15,21.08,0,11
"California","570","0570-00013","Mech+Fire","post",123.46,39.03,63.45,0,0,75.72,988.42,0,0,0,NA,0,0,10,0,NA,NA,1,0,0,22,12.72,27.89,0,4
"California","570","0570-00017","Mech+Fire","pre",419.75,96.73,54.17,24.69,3.04,74.28,494.21,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,101.5,5.74,26.9,0,9
"California","570","0570-00017","Mech+Fire","post",98.77,52.19,82.03,24.69,1.65,78.59,741.32,0,0,0,NA,0,0,75,0,NA,NA,1,0,0,20.78,6.5,2.52,0,5
"California","570","0570-00023","Mech+Fire","pre",320.99,53.41,46.03,24.69,7.03,58.02,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,202.97,21.5,13.79,0,13
"California","570","0570-00023","Mech+Fire","post",123.46,49.88,71.73,24.69,2.82,83.15,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,19.12,15.87,2.69,0,6
"California","570","0570-00025","Mech+Fire","pre",345.68,29.94,33.21,24.69,1.02,39.86,6177.64,494.21,0,0,NA,0,0,10,0,NA,NA,2,0.69,0.3,81.73,4.25,9.12,0,29
"California","570","0570-00025","Mech+Fire","post",98.77,16.43,46.02,0,0,32,7413.16,5436.32,49.38,0,NA,0,0,5,0,NA,NA,1,0,0,32.94,8.26,100.95,34,37
"California","570","0570-00101","Mech+Fire","pre",444.44,47.82,37.01,0,0,60.24,0,0,0,0,NA,0,22,6,4,NA,NA,7,1.93,0.56,117.02,16.3,11.69,2,16
"California","570","0570-00101","Mech+Fire","post",197.53,51.99,57.89,0,0,65.86,3706.58,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,43.84,8.81,14.23,10,10
"California","570","0570-00102","Mech+Fire","pre",567.9,42.58,30.9,24.69,1.25,76.16,15814.75,0,987.65,0,NA,0,0,4,4,NA,NA,2,0.69,0.33,71.86,13.86,19.84,100,31
"California","570","0570-00102","Mech+Fire","post",123.46,28.89,54.58,0,0,62.46,9390.01,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,54.62,5.97,0,0,6
"California","570","0570-00103","Mech+Fire","pre",320.99,52.72,45.73,24.69,17.14,50.89,247.11,1482.63,0,0,NA,8,16,14,4,NA,NA,10,2.29,0.61,83.89,38.51,11.49,14,10
"California","570","0570-00103","Mech+Fire","post",98.77,39.71,71.55,0,0,40.83,3459.48,247.11,0,0,NA,0,0,5,0,NA,NA,1,0,0,23.08,3.9,0,0,4
"California","570","0570-00104","Mech+Fire","pre",395.06,31.16,31.69,49.38,2.08,67.19,494.21,494.21,0,49.38,NA,0,12,34,0,NA,NA,6,1.38,0.36,72.54,9.59,16.03,67,54
"California","570","0570-00104","Mech+Fire","post",74.07,21.78,61.19,49.38,3.06,96.61,2471.05,494.21,0,0,NA,0,0,7,0,NA,NA,2,0.6,0.31,14.25,4.8,16.77,0,4
"California","570","0570-00105","Mech+Fire","pre",641.98,64.74,35.83,98.77,5.06,49.3,0,247.11,0,0,NA,0,4,4,0,NA,NA,2,0.69,0.33,179.45,14.05,58.56,0,100
"California","570","0570-00105","Mech+Fire","post",123.46,39.87,64.13,24.69,2.52,67.51,1729.74,0,0,0,NA,0,0,10,0,NA,NA,1,0,0,19.57,5.83,9.27,0,7
"California","570","0570-00106","Mech+Fire","pre",172.84,56.71,64.63,172.84,14.65,69.18,1482.63,1729.74,0,0,NA,4,16,16,4,NA,NA,10,2.3,0.62,130.32,15.44,155.6,0,4
"California","570","0570-00106","Mech+Fire","post",123.46,62.32,80.17,24.69,8.07,71.53,0,0,0,0,NA,0,0,7,0,NA,NA,2,0.6,0.31,115.4,5.51,11.75,3,3
"California","570","0570-00107","Mech+Fire","pre",444.44,59.4,41.25,24.69,1.49,23.01,741.32,2965.26,0,0,NA,4,12,18,4,NA,NA,9,2.19,0.6,119.4,11.24,62.57,43,16
"California","570","0570-00107","Mech+Fire","post",123.46,51.99,73.22,49.38,3.44,31.41,494.21,0,0,0,NA,0,0,20,0,NA,NA,1,0,0,21.41,1.33,4.4,0,4
"California","570","0570-00110","Mech+Fire","pre",444.44,44.71,35.79,0,0,26.97,494.21,247.11,0,0,NA,0,12,16,4,NA,NA,8,2.08,0.6,114.14,11.69,26.33,46,100
"California","570","0570-00110","Mech+Fire","post",74.07,28.84,70.41,0,0,41.96,0,0,0,0,NA,0,0,5,0,NA,NA,1,0,0,75.64,10.4,24.7,0,5
"California","570","0570-00111","Mech+Fire","pre",493.83,44.35,33.82,0,0,78.3,247.11,0,0,493.83,NA,4,16,12,0,NA,NA,8,2.08,0.6,86.87,9.19,2.9,34,98
"California","570","0570-00111","Mech+Fire","post",246.91,46.1,48.75,24.69,1.49,76.3,988.42,741.32,0,0,NA,0,0,10,0,NA,NA,1,0,0,56.11,5.47,31.27,0,12
"California","570","0570-00112","Mech+Fire","pre",839.51,84.99,35.9,0,0,21.02,741.32,494.21,0,0,NA,4,16,8,0,NA,NA,7,1.95,0.58,83.89,4.06,21.46,0,100
"California","570","0570-00112","Mech+Fire","post",172.84,50.91,61.24,0,0,33.51,5436.32,2223.95,0,0,NA,0,0,15,0,NA,NA,1,0,0,56.91,12.42,0,0,7
"California","570","0570-00113","Mech+Fire","pre",345.68,55.57,45.24,49.38,2.18,48.23,247.11,494.21,0,246.91,NA,8,24,12,0,NA,NA,11,2.4,0.63,96.57,11.5,19.92,93,14
"California","570","0570-00113","Mech+Fire","post",123.46,51.93,73.18,24.69,7.09,61.39,2471.05,1729.74,0,0,NA,0,0,85,0,NA,NA,1,0,0,146.66,15.92,39.63,0,3
"California","570","0570-00115","Mech+Fire","pre",641.98,65.86,36.14,0,0,54.41,4942.11,247.11,493.83,493.83,NA,4,12,16,0,NA,NA,8,2.08,0.6,75.93,12.2,17.83,57,100
"California","570","0570-00115","Mech+Fire","post",123.46,32.18,57.61,0,0,12.32,1482.63,0,0,0,NA,0,0,10,0,NA,NA,1,0,0,21.53,1.43,5.35,0,9
"California","570","0570-00119","Mech+Fire","pre",740.74,54.66,30.65,24.69,1.08,64.25,2965.26,0,246.91,0,NA,4,8,4,0,NA,NA,4,1.39,0.5,166.61,5.15,17.62,1,33
"California","570","0570-00119","Mech+Fire","post",222.22,41.62,48.83,74.07,6.26,44.35,1976.84,1729.74,0,0,NA,0,0,10,0,NA,NA,1,0,0,150.81,21.26,50.51,0,9
"California","590","0590-00005","Control","pre",419.75,44.85,36.88,0,0,36.42,0,8401.58,0,6172.84,NA,0,0,20,0,NA,NA,1,0,0,89.85,4.72,37.37,98,100
"California","590","0590-00005","Control","post",567.9,84.59,43.55,0,0,26.33,0,0,0,691.36,NA,0,0,50,0,NA,NA,2,0.33,0.08,87.89,9.4,56.89,100,97
"California","590","0590-00009","Control","pre",1135.8,46.79,22.9,24.69,0.97,30.2,988.42,247.11,0,987.65,NA,0,0,0,0,NA,NA,0,0,0,28.02,8.81,21.52,36,100
"California","590","0590-00009","Control","post",839.51,54.93,28.86,222.22,18.31,31.36,1482.63,6424.74,24.69,518.52,NA,0,0,0,0,NA,NA,0,0,0,60.87,9.39,6.71,84,100
"California","590","0590-00013","Control","pre",419.75,44.95,36.92,49.38,2.5,49.51,1976.84,1482.63,0,0,NA,0,0,0,0,NA,NA,0,0,0,29.68,10.31,12.81,25,18
"California","590","0590-00013","Control","post",444.44,65.33,43.26,0,0,44.92,6177.64,988.42,148.15,691.36,NA,0,0,5,0,NA,NA,1,0,0,110.09,6.1,13.26,68,12
"California","590","0590-00021","Control","pre",172.84,41.47,55.27,0,0,29.92,2223.95,1976.84,0,0,NA,0,10,0,0,NA,NA,2,0.69,0.3,87.3,26.75,142.15,0,6
"California","590","0590-00021","Control","post",148.15,39.69,58.4,49.38,10.94,19.65,1482.63,30146.86,419.75,1530.86,NA,0,5,0,0,NA,NA,1,0,0,138.61,17.5,37.17,100,33
"California","590","0590-00101","Control","pre",543.21,21.67,22.54,74.07,9.74,31,494.21,247.11,0,246.91,NA,4,16,16,0,NA,NA,9,2.2,0.61,10.93,8.67,10.52,93,49
"California","590","0590-00101","Control","post",518.52,36.03,29.74,0,0,0,1482.63,12849.48,0,320.99,NA,0,0,0,0,NA,NA,0,0,0,274.77,7.45,4.87,73,21
"California","590","0590-00102","Control","pre",641.98,40.93,28.49,24.69,1.25,58.25,0,3953.69,0,246.91,NA,4,32,16,0,NA,NA,13,2.56,0.65,52.3,13.28,36.16,55,18
"California","590","0590-00102","Control","post",716.05,62.82,33.42,24.69,1.6,51.78,988.42,2965.26,0,1086.42,NA,0,0,0,0,NA,NA,0,0,0,75.4,6.44,5.18,0,14
"California","590","0590-00104","Control","pre",444.44,36.76,32.45,0,0,12.36,1235.53,1235.53,246.91,518.52,NA,4,20,14,4,NA,NA,9,2.16,0.58,36.99,6.24,5.78,0,22
"California","590","0590-00104","Control","post",469.14,54.69,38.53,0,0,11.87,10378.43,3706.58,74.07,962.96,NA,0,0,0,0,NA,NA,0,0,0,78.84,7.43,5.11,96,15
"California","590","0590-00105","Control","pre",320.99,56.08,47.16,24.69,1.96,39.11,494.21,18285.8,0,987.65,NA,8,20,34,0,NA,NA,10,1.96,0.47,147.74,3.47,1.3,99,85
"California","590","0590-00105","Control","post",345.68,78.04,53.61,0,0,35.53,988.42,2223.95,0,0,NA,0,0,0,0,NA,NA,0,0,0,100.58,14.06,22.14,11,6
"California","590","0590-00106","Control","pre",567.9,76.35,41.37,24.69,1.46,56.19,0,0,0,518.52,NA,4,32,44,0,NA,NA,13,2.29,0.52,239.62,6.5,5.55,100,100
"California","590","0590-00106","Control","post",567.9,101.05,47.6,49.38,2.85,50.9,0,0,0,1333.33,NA,0,0,35,0,NA,NA,1,0,0,150.16,5.76,24.66,99,10
"California","590","0590-00107","Control","pre",518.52,50.55,35.23,49.38,3.81,72.27,0,1482.63,0,740.74,NA,0,28,8,0,NA,NA,9,2.2,0.61,150.65,18.4,47.9,87,16
"California","590","0590-00107","Control","post",691.36,82.99,39.09,0,0,58.63,494.21,1729.74,0,1037.04,NA,0,0,0,0,NA,NA,0,0,0,108.24,4.71,76.21,70,100
"California","590","0590-00109","Control","pre",395.06,76.3,49.59,49.38,2.78,62.73,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,11.94,6.9,0,0,7
"California","590","0590-00109","Control","post",370.37,105.02,60.09,24.69,1.01,63.01,0,5436.32,0,0,NA,0,0,10,0,NA,NA,2,0.69,0.3,93.59,5.54,6.75,0,5
"California","590","0590-00111","Control","pre",567.9,85.64,43.82,0,0,26.93,988.42,18780.01,0,24.69,NA,4,24,34,0,NA,NA,10,1.96,0.47,78.53,8.86,6.91,0,11
"California","590","0590-00111","Control","post",543.21,118.4,52.68,24.69,1.63,25.88,494.21,2223.95,222.22,1160.49,NA,0,0,35,0,NA,NA,1,0,0,75.55,5.68,30.38,100,96
"California","590","0590-00113","Control","pre",469.14,67.6,42.83,24.69,1.86,50.23,1482.63,2718.16,0,0,NA,8,22,12,4,NA,NA,11,2.39,0.62,77.3,2.74,3.79,0,12
"California","590","0590-00113","Control","post",345.68,40.96,38.84,123.46,42.38,47.08,988.42,2223.95,49.38,1333.33,NA,0,5,5,0,NA,NA,2,0.69,0.3,78.13,57.27,237.21,90,48
"California","590","0590-00115","Control","pre",444.44,47.97,37.07,0,0,61.96,1729.74,247.11,0,0,NA,4,8,16,0,NA,NA,7,1.95,0.58,89.69,39.39,47.15,12,16
"California","590","0590-00115","Control","post",543.21,64.74,38.96,0,0,53.93,4942.11,247.11,24.69,888.89,NA,0,0,0,0,NA,NA,0,0,0,155.98,5.01,51.5,33,15
"California","590","0590-00116","Control","pre",395.06,32.85,32.54,49.38,6.92,3.47,1729.74,17791.59,0,246.91,NA,4,24,28,4,NA,NA,14,2.63,0.64,10.2,6.41,0,0,16
"California","590","0590-00116","Control","post",419.75,49.85,38.89,24.69,4.14,0,247.11,247.11,370.37,3481.48,NA,0,0,5,0,NA,NA,1,0,0,23.36,3.1,0,91,15
"California","590","0590-00117","Control","pre",123.46,20.94,46.47,0,0,90.83,247.11,247.11,0,0,NA,4,12,32,0,NA,NA,10,2.27,0.59,4.6,8.77,3.74,0,11
